표준어	품사	세종태그	어깨번호	강원	경기	경남	경북	전남	전북	충남	충북	제주	평남	평북	함남	함북	황해	중국 길림성	중국 요령성	중국 흑룡강성	중앙아시아
원숭이	[명사][방언]	NNG	00_00_00	원쇵이, 잔나비, 원새이, 원생이, 원쇄이, 원수이, 원싱이, 잔나부, 잔내비	원새이, 원성이, 원승이	잘래미, 잘래비, 언시, 언시이, 온시이, 온신이, 운시이, 운시히, 원새이, 원생이, 원수이, 원시이, 원싱이, 잔내비, 잘라래미, 잘라비, 잰나비, 짤래비, 짼내비	원시, 잘래미, 완세이, 원새이, 원생이, 원수니, 원수이, 원쉬, 원시이, 원싱이, 잔내비, 짤래비, 짼내비	언세이, 언셍이, 언시이, 온세이, 온셍이, 원새이, 원생이, 원성이, 원셰이, 원수이, 원스이, 은수이, 잔납, 잔내비	왠수이, 원새이, 원생이, 원성이, 원수이, 원시이, 원싱이, 잔내미, 잔내비, 잰나비	원새이, 원생이, 원수이, 원승이, 원시이, 원싱이, 웬승이, 잔내비, 짠나비	잔나비, 원새이, 원생이, 원수이, 원슁이, 원승이, 원시이, 원싱이, 웬승이, 잔내비, 짠나비	원생이, 원셍이, 웡셍이, 잔내비	쟁내비, 짼나비, 짼내비	쟁내비, 짼나비, 짼내비	잰내비, 원시이, 잔내비, 잠나비, 짠내비, 짤래비, 짼나비, 짼내비, 쨀래비	잰내비, 잔내비, 잰나비, 짼내비, 쨀래비	원서이, 웬셍이, 짤래비	원새이, 원생이, 원성이, 원승이, 웬승이, 잔내비, 짠나비, 짼내비	쟁내비, 짼내비	언시이, 원생이, 원시이, 잔내비, 짼내비	 
원숭이날	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	납날, 원셍이날	 	 	 	 	 	 	 	 	 
원숭이띠	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	납헤치, 나비헤치	 	 	 	 	 	 	 	 	 
원앙새	[명사][방언]	NNG	00_00_00	 	원양새	 	 	언앙새	언앙새	 	 	 	원냥새	원냥새	 	 	 	언앙새, 원양새	원냥새	 	 
원자탄	[명사][방언]	NNG	00_00_00	원재탄	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
원장	[명사][방언]	NNG	00_00_00	 	 	운장	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
원족	[명사][방언]	NNG	00_00_00	 	 	 	 	언족	 	 	 	 	 	 	 	 	 	 	 	 	 
원줄기	[명사][방언]	NNG	00_00_00	 	 	 	원둥거리	 	 	 	 	 	 	 	 	 	 	 	 	 	 
원체	[부사][방언]	MAG	00_00_00	 	 	 	 	언청, 원쳄, 원치	 	 	 	 	 	 	 	 	 	 	 	 	 
원추리	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	가시락쿨, 가스락쿨, 가스락풀, 가시락풀	 	 	 	 	 	 	 	 	 
원통하다	[형용사][방언]	VA	00_00_00	 	 	엥통하다	원퉁하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 
월경	[명사][방언]	NNG	00_00_00	빨젱이, 월겡	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
월경	[명사][방언]	NNG	02_00_00	 	 	 	 	 	 	 	 	 	우	우	 	 	 	 	 	 	 
월경하다	[동사][방언]	VV	00_00_00	 	 	 	 	몸엣것하다	 	 	 	 	 	 	 	 	 	 	 	 	 
월급봉투	[명사][방언]	NNG	00_00_00	 	 	 	월급봉투지	 	 	 	 	 	 	 	 	 	 	 	 	 	 
월담하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	우잣담질하다, 울담질하다	 	 	 	 	 	 	 	 	 
월병	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	월벤	 	 	 	 	 	 	 	 	 
월세	[명사][방언]	NNG	00_00_00	 	 	달세	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
월세방	[명사][방언]	NNG	00_00_00	 	 	달셋방	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
월식하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	달개들러먹다, 달개먹다	 	 	 	 	 	 	 	 	 
월요일	[명사][방언]	NNG	00_00_00	 	 	 	 	월오일	 	월여일	워요일, 월료일	 	 	 	 	 	 	 	 	 	 
웬	[지시관형사][방언]	MMD	00_00_00	 	 	우얀	 	우짠	 	 	 	 	 	 	 	 	 	 	 	 	 
웬	[성상관형사][방언]	MMA	01_00_00	 	 	우운	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
웬걸	[감탄사][방언]	IC	00_00_00	웬그, 웬글, 웬기	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
웬만큼	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	 	 	원만큼	 	 	 	 	 	 	 
웬만하다	[형용사][방언]	VA	00_00_00	웬칸하다	 	 	언만하다	엔만허다, 저근하다	 	 	 	우엔만하다, 우옌만하다	 	 	 	 	 	 	 	 	 
웬일	[명사][방언]	NNG	00_00_00	 	 	 	 	왠일, 왼일	엔일	 	 	 	 	 	 	 	 	 	 	 	 
웽그렁뎅그렁하다	[동사][방언]	VV	00_00_00	왈그렁질그렁하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	우털	 	 	 	 	워이	 	 	 	 
위	[명사][방언]	NNG	01_00_00	 	 	 	 	욱	우구, 우그	 	 	 	 	 	 	 	 	 	 	 	 
위경련	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	총낭	 	 	 	 	 	 	 
위급하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	이급하다	 	 	 	 	 	 	 	 	 	 	 
위대하다	[형용사][방언]	VA	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	이대하다	 	 	 	 
위뜸	[명사][방언]	NNG	00_00_00	 	 	우땀	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위불없다	[형용사][방언]	VA	00_00_00	여불엄따, 여불움따, 여불웂다, 여불음따, 여불읎다, 이불엄따, 이불움따, 이불웂다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위선	[부사][방언]	MAG	00_00_00	워선	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위신	[명사][방언]	NNG	04_00_00	 	우신	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위아래	[명사][방언]	NNG	00_00_00	우아리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위엄	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	우염	 	 	 	 	 	 	 	 	 
위여	[감탄사][방언]	IC	01_00_00	 	 	 	 	 	 	 	 	똑	 	 	 	 	 	 	 	 	 
위요	[명사][방언]	NNG	00_00_00	우이손	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위요	[명사][방언]	NNG	01_00_00	 	우유	 	 	 	 	 	 	우시	 	 	 	 	 	 	 	 	 
위요가다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	우시가다	 	 	 	 	 	 	 	 	 
위원장	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	이언장, 이원장	 	 	 	 
위장병	[명사][방언]	NNG	00_00_00	 	 	위장벵, 위장벵	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위짝	[명사][방언]	NNG	00_00_00	 	 	우짝	우짝	 	 	 	 	우착	 	 	 	 	 	 	 	 	 
위쪽	[명사][방언]	NNG	00_00_00	 	 	 	우쪽	윗도리께	윗도리께	 	 	우녁짝, 우녁착, 웃녁짝	 	 	 	 	 	 	 	 	 
위채	[명사][방언]	NNG	00_00_00	 	 	 	 	우게채	우게채	 	 	 	 	 	 	 	 	 	 	 	 
위초리	[명사][방언]	NNG	00_00_00	 	 	웃초래이, 웃초리, 웃초랭이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위층	[명사][방언]	NNG	00_00_00	우층	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
위친	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	우친	 	 	 	 	 	 	 	 	 
위태롭다	[형용사][방언]	VA	00_00_00	 	 	상그랍다, 우트럽다, 우터럽다, 우투룹다	우태롭다	우툽다, 요년허다, 용용허다, 우태럽다, 우톱다, 위텁다, 위톱다, 위툽다	우태럽다, 우톱다, 위톱다	 	 	 	 	 	 	 	 	 	 	 	 
위태위태하다	[형용사][방언]	VA	00_00_00	 	 	 	우태우태하다	우테우테허다	 	 	 	 	 	 	 	 	 	 	 	 	 
위태하다	[형용사][방언]	VA	00_00_00	 	 	우티하다	우태하다	날람허다, 우테허다, 우틉다	날람허다	 	 	위터하다	 	 	 	 	 	 	 	 	 
위턱	[명사][방언]	NNG	00_00_00	 	 	 	 	우게텍	우게텍	 	 	 	 	 	 	 	 	 	 	 	 
위팔	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	곧은동, 곧은팔	 	 	 	 	 	 	 	 	 
위편	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	우녁펜	 	 	 	 	 	 	 	 	 
위하다	[동사][방언]	VV	00_00_00	 	 	 	 	우둘씨다	 	 	우해다	 	 	 	 	 	 	 	 	 	 
위험	[명사][방언]	NNG	00_00_00	우염	 	우엄	 	 	 	 	 	위염	 	 	 	 	 	 	 	 	 
위험하다	[형용사][방언]	VA	00_00_00	우염하다	 	우엄하다, 우움타	 	우혐허다	 	 	 	 	 	 	 	 	이험하다	 	 	 	 
위협	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	울골	울골	 	 	 	 	 	 	 
위협하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	억저리다, 윽저리다	 	 	 	어르재다	 	 	 	 	 
윗길	[명사][방언]	NNG	00_00_00	 	 	 	 	웃질	 	 	 	 	 	 	 	 	 	 	 	 	 
윗녘	[명사][방언]	NNG	00_00_00	 	 	 	 	웃녁	 	 	 	 	 	 	 	 	 	 	 	 	 
윗니	[명사][방언]	NNG	00_00_00	 	 	 	 	욱엣니	 	 	 	 	 	 	 	 	 	 	 	 	 
윗도리	[명사][방언]	NNG	00_00_00	 	 	웃드리	 	욱엣도리, 웃터리, 웃토리	 	우틔	우틔	 	 	 	 	 	 	 	 	 	 
윗도리	[명사][방언]	NNG	00_00_02	 	 	우투리, 웃두리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
윗동네	[명사][방언]	NNG	00_00_00	웃동니	 	 	 	우데미, 우촘, 울떼미, 웃둥, 웃몰, 웃촘, 웃춤	우촘	우이뜸, 우잇동네	 	 	 	 	 	 	 	 	 	 	 
윗마을	[명사][방언]	NNG	00_00_00	웃마실	 	웃뜸, 웃각단, 웃땀, 웃마, 웃마실, 윗마실	우에말, 우엣말, 웃마, 웃마실, 웃모테	웃모슬	웃거티, 웃마, 웃마실	우잇마을, 우잇말	웃마실	웃카름	 	 	 	 	 	 	 	 	 
윗목	[명사][방언]	NNG	00_00_00	 	우묵	우묵	 	울묵, 웃묵, 윗묵	윗묵	 	 	밧자리	 	 	 	 	 	 	 	 	 
윗물	[명사][방언]	NNG	00_00_00	 	 	우엣물	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
윗사람	[명사][방언]	NNG	00_00_00	웃사램	 	 	 	욱엣사람	 	 	 	 	 	 	 	 	 	 	 	 	 
윗수염	[명사][방언]	NNG	00_00_00	우엣쉬에미, 웃쇠미, 윗쉬염, 윗시염	 	우시암, 우엣시염, 웃셈, 웃숨, 웃쉠, 웃시엄, 웃심지	 	웃쉬염	우염	윗셤, 윗쉬염	우이시엄, 웃쇔, 웃쉬엄	 	 	 	 	 	 	 	 	 	 
윗입술	[명사][방언]	NNG	00_00_00	우에입술, 웃입숡	웃입살, 윗입살	우입수구리, 웃입소보리, 웃입수구리, 웃입수리, 웃입스리, 웃입스부리	 	웃입서리, 웃입설, 웃입소리, 웃입솔	 	 	웃입서버리, 웃입슬	웃입바위	 	 	 	 	 	 	 	 	 
유난스럽다	[형용사][방언]	VA	00_00_00	 	 	 	 	유난시롭다	 	 	 	 	 	 	 	 	 	 	 	 	 
유념성	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	여렴성, 유람성, 유렴성	여렴성, 유람성, 유렴성	 	 	 	 	 	 	 	 	 	 
유다르다	[형용사][방언]	VA	00_00_00	 	 	 	 	유달르다	 	 	 	 	 	 	 	 	 	 	 	 	 
유독	[부사][방언]	MAG	00_00_00	 	 	 	 	유득, 유득이	유득	 	 	 	 	 	 	 	 	 	 	 	 
유독	[부사][방언]	MAG	04_00_00	 	 	 	 	유드기	 	 	 	 	 	 	 	 	 	 	 	 	 
유독히	[부사][방언]	MAG	00_00_00	 	 	 	 	유득히	 	 	 	 	 	 	 	 	 	 	 	 	 
유두	[명사][방언]	NNG	04_00_00	 	 	 	 	 	 	 	 	 	누두	누두	 	 	 	 	 	 	 
유령	[명사][방언]	NNG	01_00_00	 	 	해칭이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유령	[명사][방언]	NNG	02_00_00	 	 	허칭이	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유리	[명사][방언]	NNG	10_00_00	 	 	 	 	 	 	 	 	 	누리	누리	 	 	 	 	 	 	 
유리구슬	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	유리다마	 	 	 	 	 	 	 	 	 	 
유리병	[명사][방언]	NNG	00_00_00	 	 	 	유리비	시옹병	 	 	 	 	 	 	 	 	 	 	 	 	 
유마	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	유매, 유메, 유매말	 	 	 	 	 	 	 	 	 
유명	[명사][방언]	NNG	00_00_00	유멩, 유멩	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유명하다	[형용사][방언]	VA	00_00_00	유멩하다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유별나다	[형용사][방언]	VA	00_00_00	똥벨나다, 똥별나다, 유벨나다	 	유달하다	뗑벨나다, 유빌나다	뻘세시럽다	 	 	 	 	 	 	 	 	 	 	 	 	 
유별스럽다	[형용사][방언]	VA	00_00_00	유벨시룹다	 	유달시럽다, 뽈촉시럽다	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유별스레	[부사][방언]	MAG	00_00_00	 	 	유달시리	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유사	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	유새	유새	 	 	 	 	 
유성기	[명사][방언]	NNG	00_00_00	유성개, 윤성개	 	유싱개	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유성기	[명사][방언]	NNG	02_00_00	 	 	 	 	 	 	 	 	 	누성기	누성기	 	 	 	 	 	 	 
유성기판	[명사][방언]	NNG	00_00_00	유성개판, 윤성개판	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유숙하다	[동사][방언]	VV	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	새채하다	 	 	 	 	 
유심히	[부사][방언]	MAG	00_00_00	 	 	 	 	 	 	 	 	빈주룽이	 	 	 	 	 	 	 	 	 
유자	[명사][방언]	NNG	05_00_00	 	 	 	 	 	 	 	 	유지	 	 	 	 	 	 	 	 	 
유자나무	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	댕우지낭, 유자낭, 유지낭	 	 	 	 	 	 	 	 	 
유전병	[명사][방언]	NNG	00_00_00	 	 	유전벵	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유지매미	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	곶자, 곶재, 곶재열, 메옹재열, 메옹이재열, 멘중재열, 멩중재열, 사랑재, 상웨재, 심방재열, 심방재일	 	 	 	 	 	 	 	 	 
유채	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	지름나물, 지름나믈	 	 	 	 	 	 	 	 	 
유치원	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	 	 	 	 	우치원	 	 	 	 
유치장	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	누티당	누티당	 	 	 	 	 	 	 
유하다	[동사][방언]	VV	03_00_00	 	 	 	 	 	 	 	 	 	누하다	누하다	 	 	 	 	 	 	 
유핵	[명사][방언]	NNG	00_00_00	구영젖	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유행가	[명사][방언]	NNG	00_00_00	 	 	 	 	유앵가	 	 	 	 	 	 	 	 	 	 	 	 	 
유행병	[명사][방언]	NNG	00_00_00	 	 	유행벵	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
유혈목이	[명사][방언]	NNG	00_00_00	너불레기, 너불메기	 	너불때, 너불래기	너불때, 너불떼	 	 	 	 	돗줄리, 돗줄워리	 	 	 	 	 	 	 	 	 
유황	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	누황	누황	 	 	 	 	 	 	 
육개장	[명사][방언]	NNG	00_00_00	육계장, 육갑칠갑	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
육류	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	육물궤기	 	 	 	 	 	 	 	 	 
육손이	[명사][방언]	NNG	00_00_00	 	 	 	 	 	 	 	 	 	눅손이	눅손이	육가래기	육가래기, 육소이	 	 	 	 	 
육순	[명사][방언]	NNG	01_00_00	 	 	 	 	 	 	 	 	 	눅순	눅순	 	 	 	 	 	 	 
육십	[수사][방언]	NR	00_00_00	 	 	 	 	 	 	 	 	 	눅십, 눅십	눅십, 눅십	 	뉵십, 뉵십	 	 	 	 	 
